stratum,head_index,head_name,n_counted_pairs,n_positive,n_negative,auroc_sharper,auroc_softer,delta_auroc,auroc_sharper_ci95_lo,auroc_sharper_ci95_hi,auroc_softer_ci95_lo,auroc_softer_ci95_hi,delta_auroc_ci95_lo,delta_auroc_ci95_hi,replicates,nan_replicates
Br40f|Br60f,0,Medical material,236,14,222,0.7976190476190477,0.8043758043758045,-0.006756756756756799,0.6718643784117828,0.8985776346307168,0.6823180109364321,0.906627332579037,-0.03068231658692181,0.0131458487768717,2000,0
Br40f|Br60f,1,Arterial wall calcification,236,67,169,0.8315817362889694,0.8329064735494127,-0.0013247372604433538,0.7712323173480617,0.8886035549753335,0.7724301242236025,0.8899720414192952,-0.009531868280981978,0.0069595832407871525,2000,0
Br40f|Br60f,2,Cardiomegaly,236,20,216,0.9050925925925926,0.9037037037037037,0.001388888888888884,0.818550066590451,0.9694770609487677,0.8133893037606762,0.972214092474176,-0.00797078066035406,0.01166913653512164,2000,0
Br40f|Br60f,3,Pericardial effusion,236,10,226,0.6743362831858407,0.6783185840707965,-0.0039823008849557695,0.4680859258840742,0.8464348845598845,0.4706583072100313,0.8505145384210613,-0.019347196115288262,0.010181201301481362,2000,0
Br40f|Br60f,4,Coronary artery wall calcification,236,64,172,0.8180414244186046,0.8237645348837209,-0.00572311046511631,0.7549876088792586,0.8724943327541986,0.7619556015221337,0.8784206989247312,-0.013452159708156244,0.000928448618424964,2000,0
Br40f|Br60f,5,Hiatal hernia,236,37,199,0.7048757300013582,0.705690615238354,-0.0008148852369957993,0.622784891758101,0.7843881008560141,0.624315015053864,0.7848576914983165,-0.01125984836135166,0.011071693170021567,2000,0
Br40f|Br60f,6,Lymphadenopathy,236,64,172,0.645076308139535,0.6418968023255813,0.0031795058139536536,0.5648482732183615,0.722945590227074,0.5627924000346387,0.7201456343599585,-0.0076259717791109655,0.01276636855820074,2000,0
Br40f|Br60f,7,Emphysema,236,50,186,0.7818279569892472,0.7833333333333333,-0.0015053763440860957,0.7016860507246376,0.8519831168735243,0.7031111480496455,0.8533864639023652,-0.012604615181578002,0.007954195184342506,2000,0
Br40f|Br60f,8,Atelectasis,236,58,178,0.6090662533901589,0.6078070515304145,0.0012592018597443744,0.5254617113745794,0.6967780417318006,0.5217996493179611,0.6959236819727891,-0.007882823555487311,0.01028739909599768,2000,0
Br40f|Br60f,9,Lung nodule,236,110,126,0.5997113997113996,0.6002525252525251,-0.0005411255411255089,0.5220404754066846,0.6699586168589791,0.524068995215311,0.6698326807377993,-0.014174171547538746,0.01277333448730546,2000,0
