session_id,chunk,execution,pair_id,role,volume_name,stratum,head_index,head_name,score,score_hex
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,0,Medical material,0.5684290528297424,0x1.2309220000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,1,Arterial wall calcification,0.5442540049552917,0x1.16a8760000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,2,Cardiomegaly,0.4859848618507385,0x1.f1a6040000000p-2
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,3,Pericardial effusion,0.5849974155426025,0x1.2b84c80000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,4,Coronary artery wall calcification,0.5587155818939209,0x1.1e0ff80000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,5,Hiatal hernia,0.5170368552207947,0x1.08b90e0000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,6,Lymphadenopathy,0.5466998815536499,0x1.17e90c0000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,7,Emphysema,0.5421181917190552,0x1.1590840000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,8,Atelectasis,0.5341028571128845,0x1.1175ee0000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,9,Lung nodule,0.5225554704666138,0x1.0b8c640000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,10,Lung opacity,0.5148167014122009,0x1.07960e0000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,11,Pulmonary fibrotic sequela,0.547676146030426,0x1.1869020000000p-1
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,12,Pleural effusion,0.4849926233291626,0x1.f0a1e80000000p-2
20260815T231124Z-8e185556,chunk_15,p351_softer,p351,softer,valid_867_a_2.nii.gz,Bl56f|Br40f,13,Mosaic attenuation pattern,0.49580979347229004,0x1.fbb5900000000p-2
