chunk,pair_id,role,volume_name,sha256,size_bytes,session_id,downloaded_utc
chunk_01,p001,softer,valid_1004_a_1.nii.gz,b058a53eff9f226dbff9725fade98fde412ac56e78a976e404e5c77e8e84f7bd,151159501,20260815T180544Z-f80be290,2026-08-15T18:23:22Z
chunk_01,p001,sharper,valid_1004_a_2.nii.gz,dd581f82142646a4ad616cfc6f6b4a6ce8a058f029d47cff04004f1fc7bc2751,169076848,20260815T180544Z-f80be290,2026-08-15T18:23:25Z
chunk_01,p002,softer,valid_100_a_1.nii.gz,8c15f10eb5f0a40212c55e71cfeb208f807ce791fd3cd555bee0854525c8f7f5,172856568,20260815T180544Z-f80be290,2026-08-15T18:23:33Z
chunk_01,p002,sharper,valid_100_a_2.nii.gz,8b0a0b89486231716c29b7fd65cd9fc47ddd643f7338d8355c8d71b56f547c06,193535274,20260815T180544Z-f80be290,2026-08-15T18:23:50Z
chunk_01,p003,softer,valid_1016_c_1.nii.gz,0822655925702630f38d8a9ed1a97ebcb8d8371a54b427c93dfdff3f79d28320,147454311,20260815T180544Z-f80be290,2026-08-15T18:24:08Z
chunk_01,p003,sharper,valid_1016_c_2.nii.gz,c4c5f246d659a3ef030d740c3d91fda0ae9e90aeed28b086aa9696a8dbf2422e,166552308,20260815T180544Z-f80be290,2026-08-15T18:24:27Z
chunk_01,p004,softer,valid_1016_d_1.nii.gz,932d9eebf16f10b14656b3d1ec33ddab2ae461b8b4e8f5bada3baf9c44b455c1,137270317,20260815T180544Z-f80be290,2026-08-15T18:24:44Z
chunk_01,p004,sharper,valid_1016_d_2.nii.gz,e1bf2196554873c3b3fdd1c95f51dcde05ada86075a2ceda522887b052d06b14,155749335,20260815T180544Z-f80be290,2026-08-15T18:24:59Z
chunk_01,p005,softer,valid_1016_e_1.nii.gz,dbae387da16be4ba7b72a9a3dad38b689434c50b7886eb4ae276d02c2182e8d0,136979026,20260815T180544Z-f80be290,2026-08-15T18:25:15Z
chunk_01,p005,sharper,valid_1016_e_2.nii.gz,3337b4e73e57d3975998014f36b2e76dd2f2a764750e90bf97a8ef3a0d45e868,154359864,20260815T180544Z-f80be290,2026-08-15T18:25:32Z
chunk_01,p006,softer,valid_1016_f_1.nii.gz,f8d086be5d3faf658c0e32d89654a39e091d7077d1a564ac1538bc79ab558838,138839871,20260815T180544Z-f80be290,2026-08-15T18:25:50Z
chunk_01,p006,sharper,valid_1016_f_2.nii.gz,bb8de315d523ac3ae235b858c30ee45a565e12bb7c9eda9a5ce86eabd71e570b,157764004,20260815T180544Z-f80be290,2026-08-15T18:26:08Z
chunk_01,p007,softer,valid_101_b_1.nii.gz,8266feab511c6138c0028122e1ad2eddf1ed935386b56363410864beafb4d91e,149037499,20260815T180544Z-f80be290,2026-08-15T18:26:24Z
chunk_01,p007,sharper,valid_101_b_2.nii.gz,4a233e76b139b01dbe50c40cf4938889e7b54521d7e8ac2ca9d6f2b86055c3f0,169667960,20260815T180544Z-f80be290,2026-08-15T18:26:38Z
chunk_01,p008,softer,valid_1021_a_1.nii.gz,491b92bcf0e9e9bb9f11d1e8d746bb75c1a57994ecb8ed60279b9bd44e4101d2,143338434,20260815T180544Z-f80be290,2026-08-15T18:26:55Z
chunk_01,p008,sharper,valid_1021_a_2.nii.gz,a01c18daa6bc891b1a67ddb56489b714f85c2c7dc0f8b434bc2d27aa4d6a79b1,163293741,20260815T180544Z-f80be290,2026-08-15T18:27:14Z
chunk_01,p009,softer,valid_1025_b_1.nii.gz,1744bf5984bd9618b14bb15db87e0cda3bbe1d8327b3e9988ccb5a08e701e014,173671734,20260815T180544Z-f80be290,2026-08-15T18:27:23Z
chunk_01,p009,sharper,valid_1025_b_2.nii.gz,c3962120a3b6d411d1a424a36389748bdc8bba374eb411ffe4d696065861abd5,199243139,20260815T180544Z-f80be290,2026-08-15T18:27:45Z
chunk_01,p010,softer,valid_1040_a_1.nii.gz,581734d9a7c4ab4d8781cc94ebb4d632bea2ad1aeaa4b4d5372a826033e6037b,170506271,20260815T180544Z-f80be290,2026-08-15T18:28:05Z
chunk_01,p010,sharper,valid_1040_a_2.nii.gz,583837e1471404dfcb0fe3504f0abf40ca956427cb3e513ec910a4037874a9cb,194451448,20260815T180544Z-f80be290,2026-08-15T18:28:27Z
chunk_01,p011,softer,valid_1043_a_1.nii.gz,1c1a35f5c7e5a0d245299d8c8eb6e07f042466912e22292ea34639c962aee67b,154448433,20260815T180544Z-f80be290,2026-08-15T18:28:43Z
chunk_01,p011,sharper,valid_1043_a_2.nii.gz,c3cb021d8d88bc0cd3481355d6ec60171f024e2b39c7fd9b1f7d3c77b544c097,173199037,20260815T180544Z-f80be290,2026-08-15T18:29:04Z
chunk_01,p012,softer,valid_1055_a_1.nii.gz,d1777b2d2aba17ad24c2c58fdfe293ab1b5d08071382761bda5fb787fe08ccf4,182552623,20260815T180544Z-f80be290,2026-08-15T18:29:24Z
chunk_01,p012,sharper,valid_1055_a_2.nii.gz,9e57d94243b4a9572a205d0545bec1620a2371858f0af1fb6f080072ca042f9b,206883146,20260815T180544Z-f80be290,2026-08-15T18:29:45Z
chunk_01,p013,softer,valid_1060_a_1.nii.gz,67721d0031729da213ffc6d7cb76f26b7c640046a45a07d93a4639d5f970ae93,155934960,20260815T180544Z-f80be290,2026-08-15T18:30:06Z
chunk_01,p013,sharper,valid_1060_a_2.nii.gz,01e63886417c721d116484575fad1f3054f1cbc81ea7db5353f5a621f53dcfbc,176442054,20260815T180544Z-f80be290,2026-08-15T18:30:23Z
chunk_01,p014,softer,valid_1062_a_1.nii.gz,4eebe6c82d6494a8d86955f5eddefb2ae7f317d19735d8f1efc4d994e90123e4,128151411,20260815T180544Z-f80be290,2026-08-15T18:30:38Z
chunk_01,p014,sharper,valid_1062_a_2.nii.gz,bf8c2bd94a2e71c0949695146778491e3c2ecadc0e9babf4eb6bc82375b3590f,147148023,20260815T180544Z-f80be290,2026-08-15T18:30:56Z
chunk_01,p015,softer,valid_1065_a_1.nii.gz,710fca0232a57f2844713d88799d14e467aaff1283bc56866bb7501a370ed68d,157712715,20260815T180544Z-f80be290,2026-08-15T18:31:16Z
chunk_01,p015,sharper,valid_1065_a_2.nii.gz,3ca21c1f105b720e55a94d04e005e5ad3684c8e29943a8668c9e742de021808e,176722860,20260815T180544Z-f80be290,2026-08-15T18:31:36Z
chunk_01,p016,softer,valid_1069_b_1.nii.gz,3f22543e04c45e48e7a2e3dd962eb9f9e32b16a272aa89f84caf187746296449,131165553,20260815T180544Z-f80be290,2026-08-15T18:31:51Z
chunk_01,p016,sharper,valid_1069_b_2.nii.gz,a0abb7124f236bd0a38c4672a6c65ba88145a5800516c0db96610b353dc7fca4,148115571,20260815T180544Z-f80be290,2026-08-15T18:32:09Z
chunk_01,p017,softer,valid_1070_a_1.nii.gz,383cfa6a7b2a102e7a6bb412b56e7bf0436ae2b8e4533bcb256a0781c9ccaaa6,137449442,20260815T180544Z-f80be290,2026-08-15T18:32:25Z
chunk_01,p017,sharper,valid_1070_a_2.nii.gz,eb57dfbcbac6745055269321df9849e5535a1b0dcd22a09d935fe9f4164ba9d4,156485560,20260815T180544Z-f80be290,2026-08-15T18:32:43Z
chunk_01,p018,softer,valid_1081_b_1.nii.gz,cf656a11ac0a49b51a0619676b1f2d97fd2ba9ff02ef59ca99dc5fae6ee502fa,165715608,20260815T180544Z-f80be290,2026-08-15T18:33:03Z
chunk_01,p018,sharper,valid_1081_b_2.nii.gz,699b25cf0fde077d8f7abe4e88975d3c3c9155e5f3a73826bc28ba46ca10b9e3,188454629,20260815T180544Z-f80be290,2026-08-15T18:33:24Z
chunk_01,p019,softer,valid_1082_a_1.nii.gz,8c198e1e95f48394846fdba13414a719e3688b5bc7c0a7afd013db0f02cf72f8,142717016,20260815T180544Z-f80be290,2026-08-15T18:33:42Z
chunk_01,p019,sharper,valid_1082_a_2.nii.gz,29ebf73dbb3b9840ca1b6ed6c5009ac05080b0f97c1345c05f3f96472aeae44b,162410072,20260815T180544Z-f80be290,2026-08-15T18:34:01Z
chunk_01,p020,softer,valid_1088_a_1.nii.gz,c95f5e8325e41abff4e13ac57d870316dcc17f029694e9b9e9437097cf9f67be,156111153,20260815T180544Z-f80be290,2026-08-15T18:34:23Z
chunk_01,p020,sharper,valid_1088_a_2.nii.gz,c1e279aad7888665cdace7eac6977b80dcef55193ff7a9ae3e25a953287f3bde,177847750,20260815T180544Z-f80be290,2026-08-15T18:34:43Z
chunk_01,p021,softer,valid_1091_a_1.nii.gz,a4b8ca5d86ff0472b93d97a641f8daa7969179f2022278ed904297ec49653e50,174068042,20260815T180544Z-f80be290,2026-08-15T18:35:03Z
chunk_01,p021,sharper,valid_1091_a_2.nii.gz,d9abc50310c4c1a83b8796632093048718866f37b41b41234b18cab718e7f4cb,197921350,20260815T180544Z-f80be290,2026-08-15T18:35:25Z
chunk_01,p022,softer,valid_1094_a_1.nii.gz,7c5a5c4735ab2f9326c23809184f265ad3cd4351577da027945e79a914a5a215,154387136,20260815T180544Z-f80be290,2026-08-15T18:35:43Z
chunk_01,p022,sharper,valid_1094_a_2.nii.gz,43355b509f2064db6cfa432881cd8e2237e1b4f39c896bbf154109b7dfc4d4cc,173369559,20260815T180544Z-f80be290,2026-08-15T18:36:04Z
chunk_01,p023,softer,valid_1097_b_1.nii.gz,859bcc6d1e2f75c5db185651d32f85d304251c8026824a85204bad995083496f,138445634,20260815T180544Z-f80be290,2026-08-15T18:36:17Z
chunk_01,p023,sharper,valid_1097_b_2.nii.gz,c0958b966797310d8a6d3c2c67bd8a42998fd395f379c7e55f09e13f78dc57fc,156372977,20260815T180544Z-f80be290,2026-08-15T18:36:36Z
chunk_01,p024,softer,valid_1100_a_1.nii.gz,db889b5cae5dbb657e6c7b5d2957152f2f1cbe8ce99c67029ed764292c094af3,178128651,20260815T180544Z-f80be290,2026-08-15T18:36:56Z
