chunk,pair_id,role,volume_name,sha256,size_bytes,session_id,downloaded_utc
chunk_02,p026,softer,valid_1121_a_1.nii.gz,60ce4439c20e2eac632f3c64bac6e90eb19af8b6c7c18aaf7c27d19a2eb92595,141633212,20260815T180544Z-f80be290,2026-08-15T18:46:33Z
chunk_02,p026,sharper,valid_1121_a_2.nii.gz,53dc90dacc425bf418c1123bea0129c93cdd293ca2e4575c606bb258a73c7786,161891953,20260815T180544Z-f80be290,2026-08-15T18:46:52Z
chunk_02,p027,softer,valid_1123_a_1.nii.gz,00da011f21c9e739943fc5343e13274b5cb083587c52c53948c86d02643ff0d4,142382899,20260815T180544Z-f80be290,2026-08-15T18:47:05Z
chunk_02,p027,sharper,valid_1123_a_2.nii.gz,2534c04ea2e94bb96dec43c152702343712231ecf206827a2220ae72094916f6,160910582,20260815T180544Z-f80be290,2026-08-15T18:47:36Z
chunk_02,p028,softer,valid_1124_a_1.nii.gz,f1312567b0e7f850fc310de784fac057caa4f53f7c78a7c4c7bdf460a10c5144,189612974,20260815T180544Z-f80be290,2026-08-15T18:47:58Z
chunk_02,p028,sharper,valid_1124_a_2.nii.gz,08128297cfdc17c2f5954be1b7445bc76d6380aa4496e6bb47e12b811444f4ee,214306432,20260815T180544Z-f80be290,2026-08-15T18:48:16Z
chunk_02,p029,softer,valid_1131_b_1.nii.gz,473f6936860eeaa1cac1d763dafa35ae7cd6b018fc00be0bb909a23c65f6bebf,141565704,20260815T180544Z-f80be290,2026-08-15T18:48:31Z
chunk_02,p029,sharper,valid_1131_b_2.nii.gz,b133e29fe7c2816979cd84d8c638d9b87409099efffaa2e40c39508cd8b8a949,159886549,20260815T180544Z-f80be290,2026-08-15T18:48:50Z
chunk_02,p030,softer,valid_1132_a_1.nii.gz,539accf343abeea4d8c35c8a4e6d9f7a83a4bf7d1cb1ff357be7574f23f7720f,170130521,20260815T180544Z-f80be290,2026-08-15T18:49:08Z
chunk_02,p030,sharper,valid_1132_a_2.nii.gz,ae9031b60b99f445cba239077492ee7b995c73378a6d61e244f16d2789bb810d,193364037,20260815T180544Z-f80be290,2026-08-15T18:49:30Z
chunk_02,p031,softer,valid_1140_a_1.nii.gz,b1b89f2583185615732cc3926d9a5226f75afe8d9426c60e137b93d1137de730,146055855,20260815T180544Z-f80be290,2026-08-15T18:49:48Z
chunk_02,p031,sharper,valid_1140_a_2.nii.gz,39ca3c95755e23b4ffa1fc8bfc305a5f82739c4b63b6d36418f493a968969813,163323269,20260815T180544Z-f80be290,2026-08-15T18:50:07Z
chunk_02,p032,softer,valid_1145_a_1.nii.gz,9579b84eb281d32ee6f30f2d2dcafc18d31ffcd7f868d0977f2e6a974403ec37,148957734,20260815T180544Z-f80be290,2026-08-15T18:50:25Z
chunk_02,p032,sharper,valid_1145_a_2.nii.gz,06e5a909830fe0ddb68e60a93b93827eaa2cb973080e0d7316fddb8841e7a466,169660172,20260815T180544Z-f80be290,2026-08-15T18:50:43Z
chunk_02,p033,softer,valid_1148_a_1.nii.gz,c6d6c7cdbbf6be49d39364a28e100e1a5df32c4d780d3c502d834774a363a983,165068452,20260815T180544Z-f80be290,2026-08-15T18:51:02Z
chunk_02,p033,sharper,valid_1148_a_2.nii.gz,b4d12878623c1327925a5ed9d1d573e77360fcc9b1112571baa37c1074f58306,187072303,20260815T180544Z-f80be290,2026-08-15T18:51:23Z
chunk_02,p034,softer,valid_1151_a_1.nii.gz,8231a724d22719e761eb26719040deb3f3accc27d5e4789f5510a68e1cff8d43,126951814,20260815T180544Z-f80be290,2026-08-15T18:51:37Z
chunk_02,p034,sharper,valid_1151_a_2.nii.gz,0132560d251c50d8c055bc6fbf93e5b6d30d5eb027e6bc640c998e30032d5bd0,144660686,20260815T180544Z-f80be290,2026-08-15T18:51:49Z
chunk_02,p035,softer,valid_1165_a_1.nii.gz,4b091a3907dcac9a8a03e30ce2bd63e49d536ef903acffe1c765fe768cb8c651,150221987,20260815T180544Z-f80be290,2026-08-15T18:52:08Z
chunk_02,p035,sharper,valid_1165_a_2.nii.gz,249edcf1b92e7143098f5c6e6c6abe549a50329c4b719ebe54a9ad319d020b66,171787964,20260815T180544Z-f80be290,2026-08-15T18:52:28Z
chunk_02,p036,softer,valid_1167_a_1.nii.gz,5d759ec0649d418e80c6c99d86679cc2ddef086717206a6e12007260221c395f,161652351,20260815T180544Z-f80be290,2026-08-15T18:52:41Z
chunk_02,p036,sharper,valid_1167_a_2.nii.gz,e12e5a2eb7592d0e0514109d38d6939f9d276f814e4906e20f7debaa86ff1e18,184156815,20260815T180544Z-f80be290,2026-08-15T18:53:02Z
chunk_02,p037,softer,valid_1169_a_1.nii.gz,ae065b513abf0190eb6b2118547cc80d708613a48053a974cb7e3b6c8090e93c,119730252,20260815T180544Z-f80be290,2026-08-15T18:53:09Z
chunk_02,p037,sharper,valid_1169_a_2.nii.gz,8ab81b0a52c22e4be56fe791ec34f896bb1c0e7a90b4660a875000462e55291d,136916635,20260815T180544Z-f80be290,2026-08-15T18:53:27Z
chunk_02,p038,softer,valid_1170_c_1.nii.gz,fdd51e391957326160262bd8c65cef38436ffc0b325869f00f73c772066166a8,122503089,20260815T180544Z-f80be290,2026-08-15T18:53:40Z
chunk_02,p038,sharper,valid_1170_c_2.nii.gz,9791d9a14a120fce9d729e4e10c1a994ee9f4b14bbc735f0226113d7fe6dc49f,137503161,20260815T180544Z-f80be290,2026-08-15T18:53:52Z
chunk_02,p039,softer,valid_1174_a_1.nii.gz,632f370abefc0e8ea6cf42ba2906ed0d85e7e15ef8576941840327d9cd1f42f6,161008567,20260815T180544Z-f80be290,2026-08-15T18:54:10Z
chunk_02,p039,sharper,valid_1174_a_2.nii.gz,a62e26e12d8e71a7829c1dbe522fd11d702f220eb98c314a109444da404fd19a,181885146,20260815T180544Z-f80be290,2026-08-15T18:54:29Z
chunk_02,p040,softer,valid_1178_a_1.nii.gz,761a3d367e859ac549a28cd687a4e05a41e89445c08b2f18f795b79ce8acf68f,137088133,20260815T180544Z-f80be290,2026-08-15T18:54:47Z
chunk_02,p040,sharper,valid_1178_a_2.nii.gz,9eb4f3fa1102e81373b8ab7c79e01e0ac7442cff4dc7566a767c24ed9c77a707,155896992,20260815T180544Z-f80be290,2026-08-15T18:55:04Z
chunk_02,p041,softer,valid_1192_a_1.nii.gz,2fd08e74de26ae6f50a886acfd636feaaa776dba8765868c0f2af691f085d027,145287513,20260815T180544Z-f80be290,2026-08-15T18:55:16Z
chunk_02,p041,sharper,valid_1192_a_2.nii.gz,57718245c060bbd01bae9808797d0c4303c99b41db8718f58cf663e391b6a233,165962922,20260815T180544Z-f80be290,2026-08-15T18:55:41Z
chunk_02,p042,softer,valid_1192_b_1.nii.gz,30757ea49a606b322446dba50c76bfabbba04abbdd68c84e2cc8c452b2d6f335,101153661,20260815T180544Z-f80be290,2026-08-15T18:55:54Z
chunk_02,p042,sharper,valid_1192_b_2.nii.gz,fd45e5847b31f575606505fd91f0476bd595090e0d0305a90ce2cea6df900133,116383118,20260815T180544Z-f80be290,2026-08-15T18:56:08Z
chunk_02,p043,softer,valid_1196_a_1.nii.gz,d46e9f20089d66f39dbbd860d91f5c65934b970576ea36cbe61d48b3d2bbed63,148309559,20260815T180544Z-f80be290,2026-08-15T18:56:35Z
chunk_02,p043,sharper,valid_1196_a_2.nii.gz,fb43465e447f45c2c2310c05c13696378ecb16bf76643a43f889beffb7b8c4cc,168446989,20260815T180544Z-f80be290,2026-08-15T18:56:52Z
chunk_02,p044,softer,valid_120_a_1.nii.gz,a9ae8153758979b2f08e17e524f493948d7887ec7d2f7055271a517c620c8b16,159014181,20260815T180544Z-f80be290,2026-08-15T18:57:10Z
chunk_02,p044,sharper,valid_120_a_2.nii.gz,7bcb5096c7fb3042ee293d8e7430fd35d5c5255abe7c100ec5f45fa4dd68401c,179386988,20260815T180544Z-f80be290,2026-08-15T18:57:24Z
chunk_02,p045,softer,valid_1213_a_1.nii.gz,9353f4e3619c02dd0e0f8ce285adef70283c37298dbcac213d3d957ed4a84f2b,147188222,20260815T180544Z-f80be290,2026-08-15T18:57:42Z
chunk_02,p045,sharper,valid_1213_a_2.nii.gz,8372e77d76d31888cdfa03c1aa51c3d5c4f9eb092c346d607cbb87bdb281323c,167718835,20260815T180544Z-f80be290,2026-08-15T18:58:02Z
chunk_02,p046,softer,valid_1221_a_1.nii.gz,326b892b9d619fd5ff0a455cd69884f604bf8ddac76b3b53f47b7ede29ee6fe2,138346961,20260815T180544Z-f80be290,2026-08-15T18:58:19Z
chunk_02,p046,sharper,valid_1221_a_2.nii.gz,90d31c55ae0829887b4a38dd1b7c4f41820581952180582ccd5d73663f51f6f5,157782972,20260815T180544Z-f80be290,2026-08-15T18:58:38Z
chunk_02,p047,softer,valid_1229_a_1.nii.gz,bde49acbcb6a83cf6677ca1e4c25ab3edd653a6a3c4f07d3f0ea14170ae96e7e,168431561,20260815T180544Z-f80be290,2026-08-15T18:58:54Z
chunk_02,p047,sharper,valid_1229_a_2.nii.gz,8a57d95c6a2ceda5a2ed5c86288853272da499e8ae4ddc31f688c5078d0846fd,190522262,20260815T180544Z-f80be290,2026-08-15T18:59:15Z
chunk_02,p048,softer,valid_122_a_1.nii.gz,ceb277f1430cf3498e99e7cb129d409b44d9f2f3e96dd85678c216c6a3eef942,156867415,20260815T180544Z-f80be290,2026-08-15T18:59:25Z
chunk_02,p048,sharper,valid_122_a_2.nii.gz,b7225cb05355e4314bed6e7918a4c23d4ca0a941ce1ec8bb6ce1876e9e794f5c,178527470,20260815T180544Z-f80be290,2026-08-15T18:59:45Z
chunk_02,p049,softer,valid_1250_a_1.nii.gz,549efdd02e09ce55498f642f509c4470793dc035541e207733a1644e745a85ff,186352351,20260815T180544Z-f80be290,2026-08-15T18:59:55Z
chunk_02,p049,sharper,valid_1250_a_2.nii.gz,fa5cb7ad8e63a7c2330aacb396aedf6212ff13fa148cb33cfee87cc4f860bd36,211900930,20260815T180544Z-f80be290,2026-08-15T19:00:48Z
chunk_02,p050,softer,valid_1250_b_1.nii.gz,2f4763df03fdde2bc2e3d6e3c7820e783a7d1fd639143e4251a848a0fa185341,192481937,20260815T180544Z-f80be290,2026-08-15T19:01:10Z
chunk_02,p050,sharper,valid_1250_b_2.nii.gz,bfff78ac754441836cf9f15c23425f9d721463c678d3c582ad59b4b30ff412a6,217772269,20260815T180544Z-f80be290,2026-08-15T19:01:30Z
