session_id,chunk,execution,pair_id,role,volume_name,stratum,head_index,head_name,score,score_hex
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,0,Medical material,0.451242059469223,0x1.ce12660000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,1,Arterial wall calcification,0.3840354084968567,0x1.8940940000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,2,Cardiomegaly,0.35863590240478516,0x1.6f3e400000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,3,Pericardial effusion,0.4615846574306488,0x1.d8a9a60000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,4,Coronary artery wall calcification,0.39078882336616516,0x1.902af20000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,5,Hiatal hernia,0.4575892686843872,0x1.d492480000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,6,Lymphadenopathy,0.44155848026275635,0x1.c427e80000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,7,Emphysema,0.45411473512649536,0x1.d103740000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,8,Atelectasis,0.44724273681640625,0x1.c9fa000000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,9,Lung nodule,0.5098314881324768,0x1.0508a20000000p-1
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,10,Lung opacity,0.45793744921684265,0x1.d4ed8e0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,11,Pulmonary fibrotic sequela,0.5010563135147095,0x1.008a740000000p-1
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,12,Pleural effusion,0.3536146581172943,0x1.6a19f60000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,13,Mosaic attenuation pattern,0.4401865005493164,0x1.c2c0400000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,14,Peribronchial thickening,0.4968951642513275,0x1.fcd2160000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,15,Consolidation,0.45531925559043884,0x1.d23f360000000p-2
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,16,Bronchiectasis,0.5096139311790466,0x1.04ec1e0000000p-1
20260815T231124Z-8e185556,chunk_06,p126_softer,p126,softer,valid_48_a_1.nii.gz,Br40f|Br60f,17,Interlobular septal thickening,0.41219156980514526,0x1.a6158c0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,0,Medical material,0.452253133058548,0x1.cf1b720000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,1,Arterial wall calcification,0.3887939155101776,0x1.8e1ffe0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,2,Cardiomegaly,0.35882702469825745,0x1.6f705a0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,3,Pericardial effusion,0.45961418747901917,0x1.d6a51a0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,4,Coronary artery wall calcification,0.39501237869262695,0x1.947e200000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,5,Hiatal hernia,0.4602575898170471,0x1.d74dc40000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,6,Lymphadenopathy,0.44394317269325256,0x1.c6990a0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,7,Emphysema,0.4582686722278595,0x1.d544620000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,8,Atelectasis,0.4491859972476959,0x1.cbf76a0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,9,Lung nodule,0.5120556354522705,0x1.062c280000000p-1
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,10,Lung opacity,0.45776835083961487,0x1.d4c13a0000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,11,Pulmonary fibrotic sequela,0.5044518113136292,0x1.0247820000000p-1
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,12,Pleural effusion,0.35186418890953064,0x1.684f160000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,13,Mosaic attenuation pattern,0.44218209385871887,0x1.c4cb620000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,14,Peribronchial thickening,0.5014086961746216,0x1.00b8a40000000p-1
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,15,Consolidation,0.4550843834877014,0x1.d201a40000000p-2
20260815T231124Z-8e185556,chunk_06,p126_sharper,p126,sharper,valid_48_a_2.nii.gz,Br40f|Br60f,16,Bronchiectasis,0.513947069644928,0x1.0724120000000p-1
