chunk,pair_id,role,volume_name,sha256,size_bytes,session_id,downloaded_utc
chunk_06,p126,softer,valid_48_a_1.nii.gz,d47bccb75f44bf6b54e57fb3bc90bd38c5364fc089e697bdc263159418329aea,155865817,20260815T231124Z-8e185556,2026-08-15T23:35:22Z
chunk_06,p126,sharper,valid_48_a_2.nii.gz,5e3602c19662a671dbe4dafb5b5e0f6c8276bb554134ca738a0f61b28e8e603d,175925774,20260815T231124Z-8e185556,2026-08-15T23:35:26Z
chunk_06,p127,softer,valid_491_a_1.nii.gz,2620f41c9829aa75115b0caec58e5c1bc77981b83a516f02b6350f49aa4975d2,155766614,20260815T231124Z-8e185556,2026-08-15T23:35:30Z
chunk_06,p127,sharper,valid_491_a_2.nii.gz,5fb239ad66303057300779b3820f9e08ebdf922d14817fc3b30ac4ef3dea313c,178646753,20260815T231124Z-8e185556,2026-08-15T23:35:34Z
chunk_06,p128,softer,valid_492_a_1.nii.gz,91f1d92afe2b81e87be106731be6695ec029f119ffa366d9ee8074a1ee3c6cd9,153490590,20260815T231124Z-8e185556,2026-08-15T23:35:37Z
chunk_06,p128,sharper,valid_492_a_2.nii.gz,a12c176f5332967362dcd22ae3a6dc4a6c3984857c1109b51ffad833bc194826,173538108,20260815T231124Z-8e185556,2026-08-15T23:35:42Z
chunk_06,p129,softer,valid_494_a_1.nii.gz,f40316a1c0a6f04f5ff9b6399e07a621a3b8588a5607ea787748c37cafd94f04,148569282,20260815T231124Z-8e185556,2026-08-15T23:35:46Z
chunk_06,p129,sharper,valid_494_a_2.nii.gz,9adeae8adb987498544d0ba9c2b1bf94d8eefab58ed3b915183d3e73e32a3089,171463192,20260815T231124Z-8e185556,2026-08-15T23:35:49Z
chunk_06,p130,softer,valid_496_a_1.nii.gz,23d9339986fb2ab082ae63770ce5bfe22b9aadd94f8268d3a03507783c96ae74,132369028,20260815T231124Z-8e185556,2026-08-15T23:35:53Z
chunk_06,p130,sharper,valid_496_a_2.nii.gz,cc96707598b3c7b44e8ac1b4706e6364a9f9961d643f8637b33da2e7d72ef67f,152496092,20260815T231124Z-8e185556,2026-08-15T23:35:57Z
chunk_06,p131,softer,valid_509_b_1.nii.gz,92a5d598095f151468020d1333420f8453de308b4409600091c3ac925792ea2f,178429405,20260815T231124Z-8e185556,2026-08-15T23:36:02Z
chunk_06,p131,sharper,valid_509_b_2.nii.gz,7a1c3d8d83dd3f485f495537ad7f9324f4b53e123b3b910fa672663e4227b023,200581949,20260815T231124Z-8e185556,2026-08-15T23:36:06Z
chunk_06,p132,softer,valid_512_b_1.nii.gz,89cb6457da6fb17eea586042701efc63de25c83594ee88267512cdf78ebf7535,164430795,20260815T231124Z-8e185556,2026-08-15T23:36:09Z
chunk_06,p132,sharper,valid_512_b_2.nii.gz,f7e388285ad81a5168ea752c3413b4ad1823b130945fd349bdf690e5e0c447ef,185192982,20260815T231124Z-8e185556,2026-08-15T23:36:14Z
chunk_06,p133,softer,valid_517_a_1.nii.gz,3f50de81c994693e7339f9ecfb3b02519a38efabddbf3d05ea6fe5d6ce610a51,177393239,20260815T231124Z-8e185556,2026-08-15T23:36:18Z
chunk_06,p133,sharper,valid_517_a_2.nii.gz,56231dc3dc9dc1552c6dd799c6c03bafb346c9afd5384f58f4bc3dc8e89725df,203998676,20260815T231124Z-8e185556,2026-08-15T23:36:23Z
chunk_06,p134,softer,valid_518_a_1.nii.gz,791996f27fbd62e92c21e052ea03d92349c7094611271c9c7980c2451b7f50b9,116893124,20260815T231124Z-8e185556,2026-08-15T23:36:25Z
chunk_06,p134,sharper,valid_518_a_2.nii.gz,33827c14e23297380ad2251632b36542c70afddf165c121029aeac1a36f996db,131339092,20260815T231124Z-8e185556,2026-08-15T23:36:28Z
chunk_06,p135,softer,valid_51_a_1.nii.gz,5081559c1ef54f814b4d3520f4f0900c6fca27f1d9094d44b26376a4be535c48,154936219,20260815T231124Z-8e185556,2026-08-15T23:36:31Z
chunk_06,p135,sharper,valid_51_a_2.nii.gz,0ae2249a578b4345b3e3ae8b9f7731dc474c979a3d5f19bb78f4ea5aa5b9356f,178160088,20260815T231124Z-8e185556,2026-08-15T23:36:35Z
chunk_06,p136,softer,valid_531_b_1.nii.gz,6020b8f1853e0b9847f6ba336c9bc11f4080b83f24c6ebf483c195fdb3360fed,156951146,20260815T231124Z-8e185556,2026-08-15T23:36:39Z
chunk_06,p136,sharper,valid_531_b_2.nii.gz,a0a9e2f4c598d5825b1ff103718af09187e5cffbe4a29fa8f572a8a7d0d2f2cd,177027814,20260815T231124Z-8e185556,2026-08-15T23:36:42Z
chunk_06,p137,softer,valid_534_b_1.nii.gz,c30c02093845d4ea98b2e70ece9938db1f73b66e0e15a0ed9fbe0fe70964b189,135831482,20260815T231124Z-8e185556,2026-08-15T23:36:46Z
chunk_06,p137,sharper,valid_534_b_2.nii.gz,21da95f26dc8a61d0f3496edabcb64d6e8f4ca7d2808fd82754575696e30d2b4,154794641,20260815T231124Z-8e185556,2026-08-15T23:36:49Z
chunk_06,p138,softer,valid_535_c_1.nii.gz,89b74c58fe4620223ac35d268bc7ff32bbdbc4f1745de24771018186da627b9f,120804961,20260815T231124Z-8e185556,2026-08-15T23:36:52Z
chunk_06,p138,sharper,valid_535_c_2.nii.gz,1dcab29f6eb6644d0485db6cb7fb786c24824360004ca2c6e1e25a2f1d9c4d1d,136273593,20260815T231124Z-8e185556,2026-08-15T23:36:55Z
chunk_06,p139,softer,valid_558_a_1.nii.gz,a8314fa721d6d8d3627d8e9119407db97cdc044dd0b06006ffc2468ae8f684b3,161434015,20260815T231124Z-8e185556,2026-08-15T23:36:59Z
chunk_06,p139,sharper,valid_558_a_2.nii.gz,a9dbfa702633c7ddbca6b5f25f98717478cd9673bc9d7404b64e925bdffcb352,183494575,20260815T231124Z-8e185556,2026-08-15T23:37:06Z
chunk_06,p140,softer,valid_560_a_1.nii.gz,d7dff2228fa02384dd9df267ed2a22f11162d127456567e83c10242e2e83af2b,133968570,20260815T231124Z-8e185556,2026-08-15T23:37:08Z
chunk_06,p140,sharper,valid_560_a_2.nii.gz,98d40265d02bb9f156ac90b2f7262c726d3369d712473d0dc165d6026164bbe6,150898871,20260815T231124Z-8e185556,2026-08-15T23:37:14Z
chunk_06,p141,softer,valid_567_a_1.nii.gz,130895df1e9c634ea2827a436a8e29bc9675400503a759ff20dec6a691aaecff,137557428,20260815T231124Z-8e185556,2026-08-15T23:37:17Z
chunk_06,p141,sharper,valid_567_a_2.nii.gz,eea66dfbc41cf48b5a752a4f21ee23be7d325512553c045bf86c1743c2e4d2a5,155555301,20260815T231124Z-8e185556,2026-08-15T23:37:20Z
chunk_06,p142,softer,valid_573_a_1.nii.gz,c31b47bc5892d50aae6f89b548dd625f485e090d5d53c64e8ce031af5c393a49,139266123,20260815T231124Z-8e185556,2026-08-15T23:37:24Z
chunk_06,p142,sharper,valid_573_a_2.nii.gz,f3ad7174d7bbb5422720928de80cae70c799c75a4ad3525189e174e73eb93dab,161267050,20260815T231124Z-8e185556,2026-08-15T23:37:28Z
chunk_06,p143,softer,valid_580_a_1.nii.gz,ff3294bf9496bc302e41c4babe3b5d33436e12437fb97c072b7e18232acdd70a,165540549,20260815T231124Z-8e185556,2026-08-15T23:37:31Z
chunk_06,p143,sharper,valid_580_a_2.nii.gz,cf633dec3bed40600f72b51f1b5c2814a298ee9f19bc4f29db148b505d0125e6,186958184,20260815T231124Z-8e185556,2026-08-15T23:37:36Z
chunk_06,p144,softer,valid_584_a_1.nii.gz,10864600bd0205703225506b3c06a3b2422178ac7a717241ddcecd08af231960,147958247,20260815T231124Z-8e185556,2026-08-15T23:37:40Z
chunk_06,p144,sharper,valid_584_a_2.nii.gz,2063344351596666e07b41aa02c7beb288a824e03826e25a3d5a14026268a449,169167691,20260815T231124Z-8e185556,2026-08-15T23:37:44Z
chunk_06,p145,softer,valid_589_b_1.nii.gz,3aabea1d2243fa8b528046a9676750eefcc02595bcf705e36a6a5bf3d071e288,156696705,20260815T231124Z-8e185556,2026-08-15T23:37:48Z
chunk_06,p145,sharper,valid_589_b_2.nii.gz,d250670f9b2b5492293aed22776ad550d1f121f9d78bf376daabf48efdead9cb,180079354,20260815T231124Z-8e185556,2026-08-15T23:37:52Z
chunk_06,p146,softer,valid_590_a_1.nii.gz,540639a1b983779d367e320ef47db8590f2350c6a7f905d1a9b5d6e3ffacde7a,145820427,20260815T231124Z-8e185556,2026-08-15T23:37:55Z
chunk_06,p146,sharper,valid_590_a_2.nii.gz,3b71747f709f975a4afbed5d6d63b351725a0434863a5305da95057eada79eb3,164457485,20260815T231124Z-8e185556,2026-08-15T23:37:58Z
chunk_06,p147,softer,valid_591_a_1.nii.gz,ad94cea24fb8e92fcbdeb3c8be1f777a9b9fa1c141934cf901865336e401014d,113884236,20260815T231124Z-8e185556,2026-08-15T23:38:01Z
chunk_06,p147,sharper,valid_591_a_2.nii.gz,e986a52dece8aff46f295a20c504af5bb9d9b50d87e725e49bc615b136d9055c,127707249,20260815T231124Z-8e185556,2026-08-15T23:38:04Z
chunk_06,p148,softer,valid_597_a_1.nii.gz,c9cfef0686ebdcd5a266b33e26099f276d75637de4def229a0e20a7bdfc522a4,152671119,20260815T231124Z-8e185556,2026-08-15T23:38:07Z
chunk_06,p148,sharper,valid_597_a_2.nii.gz,1d25ef70861cbe7b83aa939a696e13ec4d87706512cdce738e490240a9a53c76,173715377,20260815T231124Z-8e185556,2026-08-15T23:38:11Z
chunk_06,p149,softer,valid_5_a_1.nii.gz,f2e8e94728293c91890b4b38cfff5d31aa3484e201a2efa0dd7ba4cb2566ec7e,138737370,20260815T231124Z-8e185556,2026-08-15T23:38:14Z
chunk_06,p149,sharper,valid_5_a_2.nii.gz,5d546abd564afd92476bacac2feb4cc311f817e72c6e56847a311e57f2b3cd8e,155993864,20260815T231124Z-8e185556,2026-08-15T23:38:18Z
chunk_06,p150,softer,valid_606_b_1.nii.gz,db41c69a3ad22b140d64ec71ebf589bd070a45db3d7362042d557bbd7318bbd0,159012653,20260815T231124Z-8e185556,2026-08-15T23:38:21Z
chunk_06,p150,sharper,valid_606_b_2.nii.gz,e4b7922ef28eb076beb0628902275bd9fd1f2a3ab3aee1588754131da25d9037,182424622,20260815T231124Z-8e185556,2026-08-15T23:38:25Z
