chunk,pair_id,role,volume_name,sha256,size_bytes,session_id,downloaded_utc
chunk_11,p251,softer,valid_1188_a_2.nii.gz,c9fa7112902a3d52f46bb8cc1060344f0b03b76b10640d3c300a8fe2a12d2059,121599223,20260815T231124Z-8e185556,2026-08-16T00:31:17Z
chunk_11,p251,sharper,valid_1188_a_1.nii.gz,927e119786019bf459a5f83de9f54a45bb120032122105479d4325df43f8c0df,140563332,20260815T231124Z-8e185556,2026-08-16T00:31:21Z
chunk_11,p252,softer,valid_118_a_2.nii.gz,99a5b77fce1d5dfd2b87fa9b5369c3106e5dbe163ed16ce758172a78e735138d,117386561,20260815T231124Z-8e185556,2026-08-16T00:31:24Z
chunk_11,p252,sharper,valid_118_a_1.nii.gz,9b906ac4d60210643a47d0a16e920fbbf863be183388f771e201b86697945e76,136616254,20260815T231124Z-8e185556,2026-08-16T00:31:28Z
chunk_11,p253,softer,valid_118_c_2.nii.gz,2825982a72b5164d3521795af225bb2b66971961f7a488c0b2061047ac1cc046,120452219,20260815T231124Z-8e185556,2026-08-16T00:31:31Z
chunk_11,p253,sharper,valid_118_c_1.nii.gz,137c683adf376005d3ae5f42a1a3959eadc868422a10002e1668ac9a37bab329,137564094,20260815T231124Z-8e185556,2026-08-16T00:31:36Z
chunk_11,p254,softer,valid_118_d_2.nii.gz,2a230096f56f3a9c994d1c3dfa998082c366157bdd11c7b0a78a01cce6900259,120108505,20260815T231124Z-8e185556,2026-08-16T00:31:39Z
chunk_11,p254,sharper,valid_118_d_1.nii.gz,69d94bb22fa925da47b82553021f225e97503b441a88ac683cd121834a05ec9a,138779134,20260815T231124Z-8e185556,2026-08-16T00:31:43Z
chunk_11,p255,softer,valid_1194_a_2.nii.gz,e6bae49777fe9bb88f0d8c59e47a2dcfc2150784cf32d78d898a9da5c5c73f63,104556044,20260815T231124Z-8e185556,2026-08-16T00:31:47Z
chunk_11,p255,sharper,valid_1194_a_1.nii.gz,5683aabdbcb174f0ededd4343e7a5d0aa21a2dc505f80ebca52089903512632d,121891191,20260815T231124Z-8e185556,2026-08-16T00:31:52Z
