chunk,pair_id,role,volume_name,sha256,size_bytes,session_id,downloaded_utc
chunk_14,p326,softer,valid_56_a_2.nii.gz,887c8a9daca4d7aeb995fb42991395cd3fae0aeb81d77016ddf091215fe35464,124674636,20260815T231124Z-8e185556,2026-08-16T01:00:43Z
chunk_14,p326,sharper,valid_56_a_1.nii.gz,b7362555b045cf79e984a3c67328420a6cdb0cf17dd44830dc4efa2ff559a38c,145745827,20260815T231124Z-8e185556,2026-08-16T01:00:48Z
chunk_14,p327,softer,valid_578_a_2.nii.gz,1e4ed86b35c96e108809124ece0d3126389be136f182a530f29bca723363e302,106308466,20260815T231124Z-8e185556,2026-08-16T01:00:51Z
chunk_14,p327,sharper,valid_578_a_1.nii.gz,4f44adc473cdd3912e77f7cd99427dd0ab727e8acfc15dad90fdf3bb2a65d5f9,123857571,20260815T231124Z-8e185556,2026-08-16T01:00:53Z
chunk_14,p328,softer,valid_611_a_2.nii.gz,89dedbed61eca2f19458c4dd572f4fa1bd1c3258768ec01af368af1e2d2dae46,87071128,20260815T231124Z-8e185556,2026-08-16T01:00:56Z
chunk_14,p328,sharper,valid_611_a_1.nii.gz,298109bf9e3dc03ec5e67c525b6f6d200e393f1e491a9297d2a652262e2049c3,101775168,20260815T231124Z-8e185556,2026-08-16T01:00:58Z
chunk_14,p329,softer,valid_611_b_2.nii.gz,42706cc23535a90c7dbae40477e6306f12244d3480b43fac95b43d4444a30cfd,109512003,20260815T231124Z-8e185556,2026-08-16T01:01:01Z
chunk_14,p329,sharper,valid_611_b_1.nii.gz,15e441a0741bddc925dddb7b71bd01656fdbff3a0a55dce9a4f48770eba2e284,129630821,20260815T231124Z-8e185556,2026-08-16T01:01:04Z
chunk_14,p330,softer,valid_629_a_2.nii.gz,f74b5cdf5a231ef28ac4d60bbfe71f4bade674897fd2a5645fc08983728438da,128635109,20260815T231124Z-8e185556,2026-08-16T01:01:08Z
chunk_14,p330,sharper,valid_629_a_1.nii.gz,0cf255609d096421d2bbc6d4b57b39b9d824b6acb3896f198d757dbe778d40fe,149077927,20260815T231124Z-8e185556,2026-08-16T01:01:12Z
chunk_14,p331,softer,valid_668_a_2.nii.gz,bd0a39e48fdc93ab605773e4b31830d3860c61174cb4601d9e88bd82000f742f,117731305,20260815T231124Z-8e185556,2026-08-16T01:01:15Z
chunk_14,p331,sharper,valid_668_a_1.nii.gz,021900001ca7bdfcb164ab75dc969224ac15508b82f67308b2458751391c1c2c,134832596,20260815T231124Z-8e185556,2026-08-16T01:01:20Z
chunk_14,p332,softer,valid_694_b_2.nii.gz,9e5b0a425087439fe0c35e49bdabdf8873ce6a27c1d606d3dfe99228c4de2e93,110633840,20260815T231124Z-8e185556,2026-08-16T01:01:23Z
chunk_14,p332,sharper,valid_694_b_1.nii.gz,213c701bcd97e96d57f3bacc51d95b138ae22df692b4a42cc3a493e6b5ef1b07,128165860,20260815T231124Z-8e185556,2026-08-16T01:01:26Z
chunk_14,p333,softer,valid_706_a_2.nii.gz,8cbd03fbed430e22be32e2072b667080d45617ba41d78a2f771b1287fd10fa0c,136623041,20260815T231124Z-8e185556,2026-08-16T01:01:31Z
chunk_14,p333,sharper,valid_706_a_1.nii.gz,f1e85d58fd7d14526c89abe989e8127ce9068a3937798bf61cd77aec32c1da41,156053408,20260815T231124Z-8e185556,2026-08-16T01:01:36Z
chunk_14,p334,softer,valid_707_a_2.nii.gz,1c38326fe5f673207c2961548ec155a0f70f79432d3b166d5bbfdf033f285f6f,94665133,20260815T231124Z-8e185556,2026-08-16T01:01:41Z
chunk_14,p334,sharper,valid_707_a_1.nii.gz,c98aa520b19301385918025fa36c1ef613a10b0bb50d5dd8169e5b9defbf98ab,109700323,20260815T231124Z-8e185556,2026-08-16T01:01:45Z
chunk_14,p335,softer,valid_710_a_2.nii.gz,a919b601cb67cbaf8fadd67cf670a629f21b2755003a2c9f23df549b89d6fc90,115987578,20260815T231124Z-8e185556,2026-08-16T01:01:47Z
chunk_14,p335,sharper,valid_710_a_1.nii.gz,d7c5d7f6f490856702c6e4146325fb7a5c872747d83a260b007e6672baa3edcd,134996458,20260815T231124Z-8e185556,2026-08-16T01:01:50Z
chunk_14,p336,softer,valid_718_a_2.nii.gz,bf8c4d5ea046b2bde5bc8c768c7a75b084bf9f44b602acc9391ecee07ae1ac8f,136558036,20260815T231124Z-8e185556,2026-08-16T01:01:54Z
chunk_14,p336,sharper,valid_718_a_1.nii.gz,0dcaf2670326f87b63c1c433fce72e2c97b678eda7397df58c8008616d314726,156580723,20260815T231124Z-8e185556,2026-08-16T01:01:57Z
chunk_14,p337,softer,valid_722_b_2.nii.gz,e13d46dc66dd523ab1612aafd91be72f0f562e8395413a6d8cb7db644f273a53,124012472,20260815T231124Z-8e185556,2026-08-16T01:02:00Z
chunk_14,p337,sharper,valid_722_b_1.nii.gz,340dc9c5e94ed56004b76cd54e225407d29ba59b056c9398480079a03ccaf421,146024204,20260815T231124Z-8e185556,2026-08-16T01:02:06Z
chunk_14,p338,softer,valid_731_a_2.nii.gz,93314b0d4e80acf8422bffcdfa61457c447bb2eca6546c4ddd891c324f2267ed,124388542,20260815T231124Z-8e185556,2026-08-16T01:02:09Z
chunk_14,p338,sharper,valid_731_a_1.nii.gz,be8356a03c0269c6f5a484ac4ab83cecfb6a9379d4614af06d3b3b73c2e47e13,143351494,20260815T231124Z-8e185556,2026-08-16T01:02:14Z
chunk_14,p339,softer,valid_747_a_2.nii.gz,4539e6a3e9d6598042b02c7d2414593b88f9b7abfc9205c551da8e11691fa232,117404353,20260815T231124Z-8e185556,2026-08-16T01:02:17Z
chunk_14,p339,sharper,valid_747_a_1.nii.gz,22714ef92d4d2cf33a87e5bb90fc824168ea8c185d9b17bbdd9b0a6d85e731ea,136566370,20260815T231124Z-8e185556,2026-08-16T01:02:23Z
chunk_14,p340,softer,valid_756_a_2.nii.gz,980f048c52f384932fe3eff0e17d66efe1383e46aa8e642695dbea6d62f72f46,132942152,20260815T231124Z-8e185556,2026-08-16T01:02:28Z
